// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:1980/01/04 21:20:24
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=

PreHeat=1000
Interval=200
SampleCnt=409

StartTime=1980/01/04 21:20:24
EndTime=1980/01/04 21:21:46

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.032
StartDepthA=0.0833188965125469
StartDepthB=0.0806216916501427

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [µS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [µg/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [µmol/(m2*s)],Mark,
4/01/1980 9:20:27 PM,0.352,23.162,0.530,1.032,1075.4,997.905,0.000,2.404,2.404,7.719,8.949,-56.219,103.462,8.802,658.947,0,
4/01/1980 9:20:27 PM,0.394,23.148,0.530,1.032,1075.3,997.909,0.000,2.464,2.464,7.586,8.949,-55.990,103.446,8.802,215.364,0,
4/01/1980 9:20:28 PM,0.445,23.139,0.530,1.032,1075.7,997.911,0.000,2.509,2.509,7.408,8.949,-55.723,103.357,8.796,131.846,0,
4/01/1980 9:20:28 PM,0.493,23.136,0.530,1.031,1075.5,997.912,0.000,2.592,2.592,7.452,8.947,-55.189,103.480,8.807,109.512,0,
4/01/1980 9:20:28 PM,0.537,23.137,0.530,1.032,1075.7,997.912,0.000,2.457,2.457,6.874,8.946,-54.693,103.468,8.806,96.749,0,
4/01/1980 9:20:28 PM,0.585,23.121,0.530,1.031,1075.5,997.916,0.000,2.577,2.577,7.467,8.944,-54.502,103.527,8.812,85.864,0,
4/01/1980 9:20:28 PM,0.631,23.107,0.530,1.031,1075.8,997.920,0.000,3.258,3.258,7.897,8.942,-54.045,103.452,8.808,74.134,0,
4/01/1980 9:20:29 PM,0.692,23.105,0.530,1.030,1074.6,997.920,0.000,2.906,2.906,7.645,8.941,-53.930,103.614,8.826,67.190,0,
4/01/1980 9:20:29 PM,0.766,23.061,0.529,1.029,1074.6,997.931,0.000,2.599,2.599,6.341,8.940,-53.587,103.592,8.830,64.938,0,
4/01/1980 9:20:29 PM,0.845,22.992,0.529,1.027,1074.4,997.947,0.000,2.719,2.719,6.534,8.939,-53.206,103.357,8.820,61.935,0,
4/01/1980 9:20:29 PM,0.940,22.907,0.529,1.025,1074.6,997.968,0.000,3.161,3.161,7.867,8.936,-52.595,103.383,8.835,56.773,0,
4/01/1980 9:20:30 PM,0.978,22.870,0.530,1.025,1075.4,997.977,0.000,2.966,2.966,6.771,8.934,-52.290,103.381,8.841,55.460,0,
4/01/1980 9:20:30 PM,0.996,22.854,0.530,1.025,1076.1,997.981,0.000,2.959,2.959,6.756,8.932,-51.947,103.541,8.858,54.615,0,
4/01/1980 9:20:30 PM,1.007,22.849,0.530,1.025,1076.3,997.983,0.000,2.891,2.891,6.697,8.930,-51.718,103.392,8.846,53.677,0,
4/01/1980 9:20:30 PM,1.022,22.848,0.530,1.025,1076.3,997.983,0.000,3.026,3.026,8.119,8.929,-51.566,103.489,8.856,53.020,0,
4/01/1980 9:20:30 PM,1.045,22.843,0.530,1.026,1076.9,997.984,0.000,3.138,3.138,8.505,8.929,-51.604,103.349,8.845,52.644,0,
4/01/1980 9:20:31 PM,1.082,22.841,0.530,1.026,1077.1,997.985,0.000,3.056,3.056,7.334,8.930,-51.451,103.322,8.844,52.644,0,
4/01/1980 9:20:31 PM,1.126,22.833,0.530,1.026,1076.9,997.987,0.000,3.011,3.011,7.675,8.930,-51.222,103.386,8.851,53.301,0,
4/01/1980 9:20:31 PM,1.179,22.815,0.530,1.025,1076.8,997.992,0.000,2.966,2.966,7.200,8.929,-50.955,103.389,8.854,54.146,0,
4/01/1980 9:20:31 PM,1.246,22.789,0.530,1.024,1076.8,997.998,0.000,3.063,3.063,6.978,8.929,-50.727,103.377,8.855,54.803,0,
4/01/1980 9:20:31 PM,1.322,22.776,0.530,1.024,1076.7,998.001,0.000,3.101,3.101,6.771,8.928,-50.345,103.422,8.861,55.647,0,
4/01/1980 9:20:32 PM,1.401,22.765,0.530,1.024,1076.8,998.004,0.000,3.341,3.341,7.334,8.927,-49.887,103.269,8.849,56.773,0,
4/01/1980 9:20:32 PM,1.469,22.753,0.530,1.024,1077.1,998.008,0.000,3.393,3.393,7.556,8.925,-49.582,103.243,8.849,57.993,0,
4/01/1980 9:20:32 PM,1.515,22.743,0.531,1.024,1077.6,998.010,0.000,3.258,3.258,7.052,8.923,-49.201,103.197,8.847,59.213,0,
4/01/1980 9:20:32 PM,1.538,22.738,0.531,1.025,1078.2,998.012,0.000,3.078,3.078,6.193,8.921,-48.820,102.992,8.831,60.152,0,
4/01/1980 9:20:32 PM,1.567,22.736,0.531,1.025,1078.3,998.012,0.000,3.243,3.243,6.860,8.917,-48.438,103.029,8.835,59.964,0,
4/01/1980 9:20:33 PM,1.584,22.732,0.531,1.025,1078.6,998.014,0.000,3.138,3.138,7.126,8.916,-48.286,102.926,8.826,60.246,0,
4/01/1980 9:20:33 PM,1.599,22.730,0.531,1.025,1078.4,998.014,0.000,3.131,3.131,6.578,8.914,-48.133,102.742,8.811,60.527,0,
4/01/1980 9:20:33 PM,1.626,22.732,0.531,1.025,1078.4,998.014,0.000,2.936,2.936,6.445,8.914,-48.057,102.709,8.809,60.621,0,
4/01/1980 9:20:33 PM,1.662,22.735,0.531,1.024,1078.2,998.013,0.000,3.034,3.034,6.638,8.914,-47.942,102.620,8.801,60.809,0,
4/01/1980 9:20:33 PM,1.710,22.731,0.531,1.024,1077.9,998.014,0.000,3.108,3.108,7.126,8.913,-47.790,102.698,8.807,61.184,0,
4/01/1980 9:20:34 PM,1.760,22.724,0.531,1.024,1077.9,998.016,0.000,3.108,3.108,6.993,8.913,-47.561,102.442,8.786,61.653,0,
4/01/1980 9:20:34 PM,1.817,22.720,0.531,1.024,1078.2,998.017,0.000,3.176,3.176,7.467,8.913,-47.408,102.364,8.780,61.747,0,
4/01/1980 9:20:34 PM,1.880,22.717,0.531,1.024,1078.2,998.018,0.000,3.168,3.168,7.630,8.912,-47.103,102.267,8.772,62.310,0,
4/01/1980 9:20:34 PM,1.958,22.712,0.531,1.024,1078.1,998.020,0.000,3.251,3.251,6.845,8.911,-46.798,102.116,8.760,63.342,0,
4/01/1980 9:20:34 PM,2.033,22.710,0.531,1.024,1078.3,998.021,0.000,3.191,3.191,6.741,8.910,-46.493,102.116,8.760,63.718,0,
4/01/1980 9:20:35 PM,2.088,22.708,0.531,1.024,1078.5,998.022,0.000,3.093,3.093,6.919,8.909,-46.302,102.178,8.766,63.624,0,
4/01/1980 9:20:35 PM,2.125,22.705,0.531,1.025,1079.2,998.023,0.000,3.004,3.004,6.371,8.907,-46.035,102.199,8.768,63.718,0,
4/01/1980 9:20:35 PM,2.155,22.704,0.531,1.025,1079.4,998.023,0.000,3.034,3.034,6.119,8.906,-45.845,102.012,8.752,64.187,0,
4/01/1980 9:20:35 PM,2.178,22.702,0.532,1.025,1079.7,998.024,0.000,3.071,3.071,6.267,8.906,-45.692,101.987,8.750,64.093,0,
4/01/1980 9:20:35 PM,2.188,22.703,0.532,1.025,1079.6,998.024,0.000,3.026,3.026,6.238,8.905,-45.578,101.973,8.749,63.811,0,
4/01/1980 9:20:36 PM,2.193,22.702,0.531,1.025,1079.4,998.024,0.000,2.996,2.996,6.534,8.905,-45.349,101.910,8.744,63.811,0,
4/01/1980 9:20:36 PM,2.235,22.704,0.531,1.025,1079.1,998.023,0.000,3.049,3.049,6.652,8.905,-45.311,101.851,8.740,63.811,0,
4/01/1980 9:20:36 PM,2.306,22.697,0.531,1.025,1079.3,998.025,0.000,3.131,3.131,6.963,8.905,-45.158,101.781,8.734,63.155,0,
4/01/1980 9:20:36 PM,2.379,22.693,0.531,1.024,1079.1,998.027,0.000,3.123,3.123,6.830,8.905,-44.929,101.727,8.730,63.811,0,
4/01/1980 9:20:36 PM,2.455,22.690,0.532,1.025,1079.6,998.028,0.000,3.093,3.093,6.504,8.904,-44.700,101.778,8.735,64.750,0,
4/01/1980 9:20:37 PM,2.532,22.688,0.532,1.025,1079.6,998.029,0.000,3.198,3.198,6.356,8.904,-44.472,101.613,8.721,66.157,0,
4/01/1980 9:20:37 PM,2.595,22.687,0.532,1.025,1079.6,998.029,0.000,3.168,3.168,6.623,8.903,-44.281,101.687,8.727,65.688,0,
4/01/1980 9:20:37 PM,2.652,22.684,0.531,1.024,1079.4,998.030,0.000,3.243,3.243,7.245,8.903,-44.090,101.602,8.721,66.345,0,
4/01/1980 9:20:37 PM,2.690,22.682,0.532,1.025,1080.1,998.031,0.000,3.146,3.146,6.593,8.902,-43.938,101.517,8.714,64.656,0,
4/01/1980 9:20:37 PM,2.713,22.679,0.532,1.025,1080.1,998.032,0.000,3.146,3.146,6.119,8.901,-43.747,101.518,8.714,64.750,0,
4/01/1980 9:20:38 PM,2.728,22.678,0.532,1.025,1080.4,998.032,0.000,3.026,3.026,5.690,8.901,-43.594,101.451,8.709,64.374,0,
4/01/1980 9:20:38 PM,2.759,22.679,0.532,1.025,1080.2,998.032,0.000,3.258,3.258,6.164,8.901,-43.480,101.311,8.697,62.779,0,
4/01/1980 9:20:38 PM,2.812,22.678,0.532,1.025,1080.4,998.033,0.000,3.236,3.236,6.593,8.901,-43.366,101.310,8.697,62.404,0,
4/01/1980 9:20:38 PM,2.885,22.673,0.532,1.025,1080.5,998.034,0.000,3.273,3.273,6.593,8.900,-43.175,101.271,8.693,59.307,0,
4/01/1980 9:20:38 PM,2.958,22.670,0.532,1.025,1080.5,998.035,0.000,3.311,3.311,6.860,8.900,-42.984,101.160,8.685,57.336,0,
4/01/1980 9:20:39 PM,3.049,22.668,0.532,1.025,1080.5,998.036,0.000,3.243,3.243,7.200,8.899,-42.679,100.961,8.668,54.615,0,
4/01/1980 9:20:39 PM,3.089,22.666,0.532,1.025,1080.7,998.037,0.000,3.153,3.153,6.800,8.898,-42.526,100.843,8.659,52.738,0,
4/01/1980 9:20:39 PM,3.108,22.665,0.532,1.025,1080.6,998.037,0.000,3.093,3.093,6.415,8.898,-42.336,100.858,8.660,52.175,0,
4/01/1980 9:20:39 PM,3.112,22.665,0.532,1.026,1081.0,998.037,0.000,3.198,3.198,6.889,8.897,-42.221,100.782,8.653,51.894,0,
4/01/1980 9:20:39 PM,3.118,22.665,0.532,1.025,1081.0,998.037,0.000,3.213,3.213,6.756,8.897,-42.107,100.633,8.640,51.800,0,
4/01/1980 9:20:40 PM,3.133,22.666,0.532,1.026,1081.2,998.037,0.000,3.183,3.183,7.260,8.897,-42.069,100.658,8.642,51.612,0,
4/01/1980 9:20:40 PM,3.171,22.665,0.532,1.026,1081.1,998.037,0.000,3.146,3.146,6.712,8.897,-41.993,100.583,8.637,50.298,0,
4/01/1980 9:20:40 PM,3.231,22.664,0.533,1.026,1081.5,998.038,0.000,3.221,3.221,6.786,8.897,-41.840,100.379,8.619,48.515,0,
4/01/1980 9:20:40 PM,3.292,22.661,0.532,1.025,1081.0,998.039,0.000,3.273,3.273,6.786,8.897,-41.649,100.468,8.628,46.920,0,
4/01/1980 9:20:40 PM,3.349,22.658,0.532,1.026,1081.3,998.040,0.000,3.236,3.236,6.341,8.897,-41.497,100.351,8.617,44.856,0,
4/01/1980 9:20:41 PM,3.412,22.655,0.532,1.025,1081.2,998.041,0.000,3.311,3.311,6.563,8.897,-41.306,100.311,8.615,43.260,0,
4/01/1980 9:20:41 PM,3.468,22.652,0.532,1.025,1081.2,998.042,0.000,3.221,3.221,5.956,8.897,-41.115,100.209,8.606,41.571,0,
4/01/1980 9:20:41 PM,3.494,22.651,0.532,1.025,1081.3,998.042,0.000,3.221,3.221,6.475,8.896,-41.001,100.142,8.601,40.539,0,
4/01/1980 9:20:41 PM,3.502,22.651,0.533,1.026,1081.8,998.042,0.000,3.356,3.356,6.208,8.896,-40.886,100.034,8.591,40.351,0,
4/01/1980 9:20:41 PM,3.504,22.652,0.533,1.026,1081.8,998.042,0.000,3.213,3.213,5.986,8.896,-40.810,99.923,8.581,40.164,0,
4/01/1980 9:20:42 PM,3.504,22.654,0.533,1.026,1081.5,998.042,0.000,3.251,3.251,6.238,8.896,-40.696,99.946,8.584,40.351,0,
4/01/1980 9:20:42 PM,3.540,22.654,0.532,1.026,1081.4,998.042,0.000,3.296,3.296,6.193,8.897,-40.581,99.877,8.578,39.694,0,
4/01/1980 9:20:42 PM,3.599,22.650,0.532,1.026,1081.5,998.043,0.000,3.288,3.288,6.297,8.897,-40.467,99.844,8.576,38.475,0,
4/01/1980 9:20:42 PM,3.687,22.648,0.533,1.026,1081.9,998.044,0.000,3.168,3.168,5.956,8.897,-40.314,99.833,8.574,36.410,0,
4/01/1980 9:20:42 PM,3.788,22.645,0.533,1.026,1081.7,998.045,0.000,3.333,3.333,7.126,8.897,-40.124,99.906,8.582,33.970,0,
4/01/1980 9:20:43 PM,3.848,22.641,0.533,1.026,1082.2,998.046,0.000,3.273,3.273,6.726,8.897,-39.933,99.854,8.577,31.812,0,
4/01/1980 9:20:43 PM,3.863,22.636,0.533,1.026,1082.1,998.048,0.000,3.318,3.318,5.853,8.897,-39.742,99.867,8.580,31.061,0,
4/01/1980 9:20:43 PM,3.857,22.632,0.533,1.026,1082.2,998.049,0.000,3.468,3.468,6.090,8.896,-39.590,99.771,8.572,31.061,0,
4/01/1980 9:20:43 PM,3.844,22.631,0.533,1.026,1082.3,998.049,0.000,3.288,3.288,6.312,8.896,-39.513,99.744,8.569,31.437,0,
4/01/1980 9:20:44 PM,3.834,22.631,0.533,1.026,1082.4,998.049,0.000,3.303,3.303,6.608,8.896,-39.399,99.756,8.571,31.718,0,
4/01/1980 9:20:44 PM,3.838,22.631,0.533,1.026,1082.7,998.049,0.000,3.693,3.693,7.378,8.896,-39.323,99.591,8.557,31.906,0,
4/01/1980 9:20:44 PM,3.874,22.630,0.533,1.026,1082.6,998.049,0.000,3.423,3.423,7.482,8.896,-39.285,99.651,8.562,31.437,0,
4/01/1980 9:20:44 PM,3.934,22.632,0.533,1.026,1082.6,998.049,0.000,3.258,3.258,6.563,8.896,-39.132,99.576,8.556,30.123,0,
4/01/1980 9:20:44 PM,4.004,22.628,0.533,1.026,1082.8,998.050,0.000,3.341,3.341,6.608,8.896,-39.018,99.544,8.553,28.715,0,
4/01/1980 9:20:45 PM,4.085,22.626,0.533,1.026,1082.7,998.051,0.000,3.393,3.393,8.179,8.896,-38.827,99.548,8.554,27.120,0,
4/01/1980 9:20:45 PM,4.178,22.624,0.533,1.026,1082.7,998.052,0.000,3.341,3.341,7.023,8.896,-38.674,99.508,8.550,25.337,0,
4/01/1980 9:20:45 PM,4.297,22.612,0.533,1.026,1082.8,998.055,0.000,3.146,3.146,5.557,8.895,-38.407,99.355,8.540,22.803,0,
4/01/1980 9:20:45 PM,4.325,22.597,0.533,1.026,1083.1,998.059,0.000,3.131,3.131,4.787,8.894,-38.217,99.293,8.538,21.959,0,
4/01/1980 9:20:45 PM,4.329,22.587,0.534,1.026,1083.7,998.062,0.000,3.078,3.078,5.053,8.892,-38.026,99.005,8.514,21.771,0,
4/01/1980 9:20:46 PM,4.337,22.583,0.534,1.026,1083.8,998.063,0.000,3.108,3.108,5.201,8.891,-37.912,98.874,8.503,21.677,0,
4/01/1980 9:20:46 PM,4.362,22.581,0.534,1.026,1083.6,998.063,0.000,3.019,3.019,5.113,8.890,-37.873,98.781,8.495,21.396,0,
4/01/1980 9:20:46 PM,4.394,22.578,0.534,1.026,1083.6,998.064,0.000,3.101,3.101,6.327,8.889,-37.759,98.510,8.472,20.926,0,
4/01/1980 9:20:46 PM,4.447,22.575,0.534,1.026,1084.2,998.065,0.000,3.243,3.243,5.868,8.888,-37.683,98.085,8.436,20.363,0,
4/01/1980 9:20:46 PM,4.516,22.572,0.534,1.026,1083.9,998.066,0.000,3.191,3.191,5.394,8.887,-37.492,97.562,8.391,19.331,0,
4/01/1980 9:20:47 PM,4.587,22.570,0.534,1.026,1084.0,998.067,0.000,3.123,3.123,5.039,8.885,-37.339,96.968,8.340,18.299,0,
4/01/1980 9:20:47 PM,4.661,22.568,0.534,1.026,1084.1,998.068,0.000,3.176,3.176,5.394,8.884,-37.225,96.412,8.293,17.360,0,
4/01/1980 9:20:47 PM,4.728,22.567,0.534,1.026,1084.1,998.068,0.000,3.168,3.168,5.586,8.882,-37.072,95.870,8.247,16.422,0,
4/01/1980 9:20:47 PM,4.766,22.567,0.534,1.026,1084.3,998.069,0.000,3.086,3.086,4.595,8.880,-36.882,95.204,8.190,15.859,0,
4/01/1980 9:20:47 PM,4.770,22.566,0.534,1.026,1084.3,998.069,0.000,3.063,3.063,4.772,8.878,-36.767,94.817,8.157,15.577,0,
4/01/1980 9:20:48 PM,4.765,22.567,0.534,1.026,1084.5,998.069,0.000,2.989,2.989,5.364,8.876,-36.653,94.275,8.110,15.671,0,
4/01/1980 9:20:48 PM,4.768,22.567,0.534,1.026,1084.5,998.069,0.000,3.228,3.228,5.275,8.875,-36.615,93.820,8.071,15.765,0,
4/01/1980 9:20:48 PM,4.809,22.566,0.534,1.026,1084.5,998.069,0.000,3.056,3.056,4.698,8.874,-36.577,93.619,8.054,15.577,0,
4/01/1980 9:20:48 PM,4.931,22.564,0.534,1.026,1084.5,998.070,0.000,3.026,3.026,4.728,8.872,-36.386,93.018,8.002,14.451,0,
4/01/1980 9:20:48 PM,5.021,22.560,0.534,1.026,1084.6,998.072,0.000,2.891,2.891,4.107,8.871,-36.233,92.564,7.964,13.513,0,
4/01/1980 9:20:49 PM,5.101,22.552,0.534,1.026,1084.6,998.074,0.000,2.936,2.936,4.062,8.868,-36.081,91.985,7.914,12.668,0,
4/01/1980 9:20:49 PM,5.179,22.546,0.534,1.026,1085.0,998.075,0.000,2.936,2.936,4.610,8.865,-35.928,91.379,7.864,12.012,0,
4/01/1980 9:20:49 PM,5.250,22.541,0.534,1.026,1084.8,998.077,0.000,2.854,2.854,4.417,8.862,-35.776,90.414,7.781,11.355,0,
4/01/1980 9:20:49 PM,5.303,22.536,0.534,1.026,1084.8,998.078,0.000,3.004,3.004,4.506,8.858,-35.623,89.322,7.688,10.885,0,
4/01/1980 9:20:49 PM,5.330,22.534,0.534,1.026,1085.3,998.079,0.000,3.161,3.161,4.876,8.855,-35.471,88.158,7.588,10.604,0,
4/01/1980 9:20:50 PM,5.349,22.532,0.534,1.026,1085.1,998.080,0.000,3.213,3.213,4.447,8.852,-35.394,87.027,7.491,10.510,0,
4/01/1980 9:20:50 PM,5.376,22.530,0.534,1.026,1085.2,998.080,0.000,3.131,3.131,4.639,8.850,-35.280,86.143,7.415,10.322,0,
4/01/1980 9:20:50 PM,5.408,22.529,0.534,1.026,1085.3,998.081,0.000,3.311,3.311,4.743,8.848,-35.204,85.307,7.343,10.135,0,
4/01/1980 9:20:50 PM,5.454,22.527,0.534,1.026,1085.2,998.081,0.000,3.161,3.161,5.113,8.847,-35.127,84.635,7.285,9.853,0,
4/01/1980 9:20:50 PM,5.515,22.527,0.534,1.026,1085.1,998.081,0.000,3.116,3.116,5.483,8.845,-35.013,84.307,7.257,9.478,0,
4/01/1980 9:20:51 PM,5.592,22.528,0.534,1.026,1085.2,998.082,0.000,3.131,3.131,5.113,8.845,-34.937,83.785,7.212,9.103,0,
