time,flow,temp,salt,TRC_tr1,TRC_age,OXY_oxy
2005-05-15,0.018003606,19.20144227,2.032216341,0,0,30
2005-05-16,0.017917961,19.16718427,2.02707764,0,0,30
2005-05-17,0.017832192,19.13287679,2.021931518,0,0,30
2005-05-18,0.017746325,19.09852999,2.016779498,0,0,30
2005-05-19,0.017660385,19.06415403,2.011623105,0,0,30
2005-05-20,0.017574398,19.0297591,2.006463864,0,0,30
2005-05-21,0.017488388,18.99535535,2.001303302,0,0,30
2005-05-22,0.017402382,18.96095298,1.996142947,0,0,30
2005-05-23,0.017316405,18.92656216,1.990984324,0,0,30
2005-05-24,0.017230483,18.89219308,1.985828962,0,0,30
2005-05-25,0.01714464,18.85785589,1.980678384,0,0,30
2005-05-26,0.017058902,18.82356077,1.975534116,0,0,30
2005-05-27,0.016973295,18.78931787,1.97039768,0,0,30
2005-05-28,0.016887843,18.7551373,1.965270595,0,0,30
2005-05-29,0.016802573,18.72102919,1.960154379,0,0,30
2005-05-30,0.016717509,18.68700364,1.955050546,0,0,30
2005-05-31,0.016632677,18.65307071,1.949960606,0,0,30
2005-06-01,0.01659543,18.63817215,1.947725822,0,0,30
2005-06-02,0.016510976,18.60439022,1.942658533,0,0,30
2005-06-03,0.016426813,18.57072536,1.937608804,0,0,30
2005-06-04,0.016342969,18.53718753,1.93257813,0,0,30
2005-06-05,0.016259467,18.50378665,1.927567998,0,0,30
2005-06-06,0.016176332,18.47053262,1.922579892,0,0,30
2005-06-07,0.016093588,18.43743525,1.917615288,0,0,30
2005-06-08,0.016011261,18.40450436,1.912675655,0,0,30
2005-06-09,0.015929374,18.37174969,1.907762454,0,0,30
2005-06-10,0.015847952,18.33918093,1.902877139,0,0,30
2005-06-11,0.015767019,18.30680771,1.898021157,0,0,30
2005-06-12,0.015686599,18.27463962,1.893195944,0,0,30
2005-06-13,0.015606715,18.24268618,1.888402927,0,0,30
2005-06-14,0.015527392,18.21095684,1.883643526,0,0,30
2005-06-15,0.015448652,18.17946099,1.878919148,0,0,30
2005-06-16,0.01537052,18.14820795,1.874231192,0,0,30
2005-06-17,0.015293017,18.11720696,1.869581045,0,0,30
2005-06-18,0.015216168,18.08646721,1.864970082,0,0,30
2005-06-19,0.015139994,18.05599779,1.860399669,0,0,30
2005-06-20,0.015064519,18.02580772,1.855871158,0,0,30
2005-06-21,0.014989765,17.99590592,1.851385889,0,0,30
2005-06-22,0.014915753,17.96630126,1.846945188,0,0,30
2005-06-23,0.014842506,17.93700248,1.842550371,0,0,30
2005-06-24,0.014770046,17.90801825,1.838202738,0,0,30
2005-06-25,0.014698393,17.87935717,1.833903575,0,0,30
2005-06-26,0.014627569,17.8510277,1.829654154,0,0,30
2005-06-27,0.014557596,17.82303823,1.825455734,0,0,30
2005-06-28,0.014488493,17.79539704,1.821309555,0,0,30
2005-06-29,0.014420281,17.76811231,1.817216846,0,0,30
2005-06-30,0.01435298,17.74119212,1.813178817,0,0,30
2005-07-01,0.014257709,17.70308348,1.807462522,0,0,30
2005-07-02,0.014192715,17.67708596,1.803562894,0,0,30
2005-07-03,0.0141287,17.65147992,1.799721987,0,0,30
2005-07-04,0.014065682,17.62627292,1.795940938,0,0,30
2005-07-05,0.014003681,17.60147243,1.792220865,0,0,30
2005-07-06,0.013942714,17.57708579,1.788562868,0,0,30
2005-07-07,0.013882801,17.55312021,1.784968032,0,0,30
2005-07-08,0.013823957,17.52958279,1.781437418,0,0,30
2005-07-09,0.013766201,17.50648048,1.777972073,0,0,30
2005-07-10,0.01370955,17.48382014,1.774573021,0,0,30
2005-07-11,0.013654021,17.46160845,1.771241268,0,0,30
2005-07-12,0.01359963,17.439852,1.7679778,0,0,30
2005-07-13,0.013546393,17.41855723,1.764783584,0,0,30
2005-07-14,0.013494326,17.39773042,1.761659564,0,0,30
2005-07-15,0.013443444,17.37737776,1.758606664,0,0,30
2005-07-16,0.013393763,17.35750525,1.755625788,0,0,30
2005-07-17,0.013345297,17.33811879,1.752717818,0,0,30
2005-07-18,0.01329806,17.3192241,1.749883615,0,0,30
2005-07-19,0.013252067,17.30082678,1.747124017,0,0,30
2005-07-20,0.013207331,17.28293228,1.744439841,0,0,30
2005-07-21,0.013163865,17.26554588,1.741831882,0,0,30
2005-07-22,0.013121682,17.24867273,1.73930091,0,0,30
2005-07-23,0.013080795,17.23231783,1.736847675,0,0,30
2005-07-24,0.013041215,17.21648602,1.734472903,0,0,30
2005-07-25,0.013002955,17.20118198,1.732177297,0,0,30
2005-07-26,0.012966026,17.18641023,1.729961535,0,0,30
2005-07-27,0.012930438,17.17217516,1.727826274,0,0,30
2005-07-28,0.012896202,17.15848097,1.725772145,0,0,30
2005-07-29,0.012863329,17.14533171,1.723799757,0,0,30
2005-07-30,0.012831828,17.13273128,1.721909693,0,0,30
2005-07-31,0.012801709,17.12068341,1.720102511,0,0,30
2005-08-01,0.012788896,17.11555832,1.719333748,0,0,30
2005-08-02,0.012760781,17.10431234,1.717646852,0,0,30
2005-08-03,0.012734068,17.09362733,1.7160441,0,0,30
2005-08-04,0.012708766,17.08350645,1.714525967,0,0,30
2005-08-05,0.012684882,17.07395269,1.713092903,0,0,30
2005-08-06,0.012662422,17.06496887,1.711745331,0,0,30
2005-08-07,0.012641394,17.05655767,1.71048365,0,0,30
2005-08-08,0.012621804,17.04872155,1.709308233,0,0,30
2005-08-09,0.012603657,17.04146286,1.708219429,0,0,30
2005-08-10,0.012586959,17.03478372,1.707217558,0,0,30
2005-08-11,0.012571715,17.02868613,1.706302919,0,0,30
2005-08-12,0.01255793,17.02317188,1.705475781,0,0,30
2005-08-13,0.012545607,17.0182426,1.70473639,0,0,30
2005-08-14,0.012534749,17.01389976,1.704084964,0,0,30
2005-08-15,0.012525362,17.01014463,1.703521695,0,0,30
2005-08-16,0.012517446,17.00697834,1.703046751,0,0,30
2005-08-17,0.012511005,17.00440181,1.702660272,0,0,30
2005-08-18,0.01250604,17.00241582,1.702362373,0,0,30
2005-08-19,0.012502552,17.00102094,1.702153141,0,0,30
2005-08-20,0.012500544,17.00021759,1.702032639,0,0,30
2005-08-21,0.012500015,17.00000601,1.702000901,0,0,30
2005-08-22,0.012500966,17.00038626,1.702057939,0,0,30
2005-08-23,0.012503396,17.00135823,1.702203734,0,0,30
2005-08-24,0.012507304,17.00292162,1.702438243,0,0,30
2005-08-25,0.01251269,17.00507599,1.702761398,0,0,30
2005-08-26,0.012519552,17.00782068,1.703173102,0,0,30
2005-08-27,0.012527887,17.0111549,1.703673234,0,0,30
2005-08-28,0.012537694,17.01507764,1.704261646,0,0,30
2005-08-29,0.012548969,17.01958775,1.704938163,0,0,30
2005-08-30,0.01256171,17.0246839,1.705702586,0,0,30
2005-08-31,0.012575911,17.03036458,1.706554687,0,0,30
2005-09-01,0.012582622,17.03304883,1.706957325,0,0,30
2005-09-02,0.012598921,17.03956823,1.707935235,0,0,30
2005-09-03,0.012616669,17.04666776,1.709000164,0,0,30
2005-09-04,0.012635863,17.0543453,1.710151796,0,0,30
2005-09-05,0.012656497,17.0625986,1.71138979,0,0,30
2005-09-06,0.012678563,17.07142521,1.712713781,0,0,30
2005-09-07,0.012702056,17.08082251,1.714123376,0,0,30
2005-09-08,0.012726969,17.09078772,1.715618159,0,0,30
2005-09-09,0.012753295,17.10131791,1.717197686,0,0,30
2005-09-10,0.012781025,17.11240994,1.718861491,0,0,30
2005-09-11,0.012810151,17.12406054,1.720609082,0,0,30
2005-09-12,0.012840666,17.13626627,1.72243994,0,0,30
2005-09-13,0.012872559,17.1490235,1.724353525,0,0,30
2005-09-14,0.012905821,17.16232847,1.72634927,0,0,30
2005-09-15,0.012940443,17.17617723,1.728426584,0,0,30
2005-09-16,0.012976414,17.19056569,1.730584853,0,0,30
2005-09-17,0.013013724,17.20548959,1.732823438,0,0,30
2005-09-18,0.013052361,17.22094452,1.735141677,0,0,30
2005-09-19,0.013092315,17.23692589,1.737538884,0,0,30
2005-09-20,0.013133572,17.25342899,1.740014349,0,0,30
2005-09-21,0.013176122,17.27044893,1.742567339,0,0,30
2005-09-22,0.013219952,17.28798067,1.7451971,0,0,30
2005-09-23,0.013265048,17.30601902,1.747902853,0,0,30
2005-09-24,0.013311397,17.32455865,1.750683798,0,0,30
2005-09-25,0.013358985,17.34359407,1.753539111,0,0,30
2005-09-26,0.013407799,17.36311965,1.756467947,0,0,30
2005-09-27,0.013457824,17.38312961,1.759469441,0,0,30
2005-09-28,0.013509045,17.40361802,1.762542703,0,0,30
2005-09-29,0.013561447,17.42457883,1.765686824,0,0,30
2005-09-30,0.013615015,17.44600583,1.768900875,0,0,30
2005-10-01,0.013694167,17.47766692,1.773650038,0,0,30
2005-10-02,0.013750511,17.50020455,1.777030682,0,0,30
2005-10-03,0.013807965,17.52318599,1.780477898,0,0,30
2005-10-04,0.013866511,17.54660444,1.783990666,0,0,30
2005-10-05,0.013926132,17.57045298,1.787567947,0,0,30
2005-10-06,0.013986811,17.59472454,1.791208681,0,0,30
2005-10-07,0.01404853,17.61941195,1.794911792,0,0,30
2005-10-08,0.01411127,17.64450789,1.798676184,0,0,30
2005-10-09,0.014175012,17.67000495,1.802500742,0,0,30
2005-10-10,0.014239739,17.69589557,1.806384336,0,0,30
2005-10-11,0.01430543,17.7221721,1.810325815,0,0,30
2005-10-12,0.014372067,17.74882676,1.814324014,0,0,30
2005-10-13,0.014439629,17.77585166,1.81837775,0,0,30
2005-10-14,0.014508097,17.80323881,1.822485822,0,0,30
2005-10-15,0.01457745,17.8309801,1.826647015,0,0,30
2005-10-16,0.014647668,17.85906732,1.830860098,0,0,30
2005-10-17,0.01471873,17.88749216,1.835123824,0,0,30
2005-10-18,0.014790616,17.91624621,1.839436931,0,0,30
2005-10-19,0.014863302,17.94532096,1.843798143,0,0,30
2005-10-20,0.01493677,17.9747078,1.84820617,0,0,30
2005-10-21,0.015010995,18.00439805,1.852659707,0,0,30
2005-10-22,0.015085957,18.03438291,1.857157436,0,0,30
2005-10-23,0.015161634,18.06465351,1.861698026,0,0,30
2005-10-24,0.015238002,18.0952009,1.866280134,0,0,30
2005-10-25,0.01531504,18.12601603,1.870902404,0,0,30
2005-10-26,0.015392724,18.15708978,1.875563467,0,0,30
2005-10-27,0.015471032,18.18841297,1.880261946,0,0,30
2005-10-28,0.015549941,18.21997632,1.884996448,0,0,30
2005-10-29,0.015629426,18.25177049,1.889765574,0,0,30
2005-10-30,0.015709465,18.28378607,1.894567911,0,0,30
2005-10-31,0.015790034,18.3160136,1.89940204,0,0,30
2005-11-01,0.015825646,18.33025839,1.901538759,0,0,30
2005-11-02,0.015906936,18.36277434,1.906416151,0,0,30
2005-11-03,0.015988697,18.39547885,1.911321828,0,0,30
2005-11-04,0.016070906,18.42836225,1.916254338,0,0,30
2005-11-05,0.016153537,18.46141481,1.921212221,0,0,30
2005-11-06,0.016236567,18.49462674,1.926194011,0,0,30
2005-11-07,0.016319971,18.52798822,1.931198233,0,0,30
2005-11-08,0.016403723,18.56148937,1.936223406,0,0,30
2005-11-09,0.016487801,18.59512029,1.941268044,0,0,30
2005-11-10,0.016572178,18.62887102,1.946330653,0,0,30
2005-11-11,0.016656829,18.66273157,1.951409736,0,0,30
2005-11-12,0.01674173,18.69669193,1.956503789,0,0,30
2005-11-13,0.016826855,18.73074203,1.961611305,0,0,30
2005-11-14,0.01691218,18.76487182,1.966730773,0,0,30
2005-11-15,0.016997678,18.79907118,1.971860678,0,0,30
2005-11-16,0.017083325,18.83333001,1.976999501,0,0,30
2005-11-17,0.017169095,18.86763815,1.982145722,0,0,30
2005-11-18,0.017254964,18.90198546,1.987297819,0,0,30
2005-11-19,0.017340904,18.93636178,1.992454266,0,0,30
2005-11-20,0.017426892,18.97075692,1.997613538,0,0,30
2005-11-21,0.017512902,19.00516072,2.002774108,0,0,30
2005-11-22,0.017598907,19.03956299,2.007934449,0,0,30
2005-11-23,0.017684884,19.07395356,2.013093034,0,0,30
2005-11-24,0.017770806,19.10832224,2.018248336,0,0,30
2005-11-25,0.017856647,19.14265887,2.02339883,0,0,30
2005-11-26,0.017942383,19.17695328,2.028542992,0,0,30
2005-11-27,0.018027988,19.21119533,2.033679299,0,0,30
2005-11-28,0.018113437,19.24537488,2.038806232,0,0,30
2005-11-29,0.018198705,19.27948182,2.043922274,0,0,30
2005-11-30,0.018283765,19.31350606,2.049025909,0,0,30
2005-12-01,0.018405838,19.3623354,2.05635031,0,0,30
2005-12-02,0.018490289,19.39611564,2.061417346,0,0,30
2005-12-03,0.018574447,19.42977867,2.0664668,0,0,30
2005-12-04,0.018658286,19.46331452,2.071497178,0,0,30
2005-12-05,0.018741783,19.49671327,2.07650699,0,0,30
2005-12-06,0.018824913,19.52996503,2.081494754,0,0,30
2005-12-07,0.01890765,19.56305996,2.086458995,0,0,30
2005-12-08,0.018989971,19.59598828,2.091398242,0,0,30
2005-12-09,0.019071851,19.62874024,2.096311035,0,0,30
2005-12-10,0.019153265,19.66130614,2.101195921,0,0,30
2005-12-11,0.019234191,19.69367635,2.106051452,0,0,30
2005-12-12,0.019314603,19.72584129,2.110876193,0,0,30
2005-12-13,0.019394479,19.75779144,2.115668716,0,0,30
2005-12-14,0.019473793,19.78951735,2.120427602,0,0,30
2005-12-15,0.019552524,19.82100963,2.125151444,0,0,30
2005-12-16,0.019630647,19.85225895,2.129838843,0,0,30
2005-12-17,0.01970814,19.88325609,2.134488413,0,0,30
2005-12-18,0.01978498,19.91399185,2.139098777,0,0,30
2005-12-19,0.019861143,19.94445714,2.143668571,0,0,30
2005-12-20,0.019936607,19.97464296,2.148196444,0,0,30
2005-12-21,0.020011351,20.00454036,2.152681054,0,0,30
2005-12-22,0.020085351,20.03414051,2.157121076,0,0,30
2005-12-23,0.020158587,20.06343463,2.161515195,0,0,30
2005-12-24,0.020231035,20.09241407,2.165862111,0,0,30
2005-12-25,0.020302676,20.12107025,2.170160537,0,0,30
2005-12-26,0.020373487,20.14939468,2.174409202,0,0,30
2005-12-27,0.020443447,20.17737899,2.178606848,0,0,30
2005-12-28,0.020512537,20.20501489,2.182752233,0,0,30
2005-12-29,0.020580736,20.23229421,2.186844131,0,0,30
2005-12-30,0.020648022,20.25920887,2.190881331,0,0,30
2005-12-31,0.020714377,20.28575092,2.194862637,0,0,30
2006-01-01,0.020741309,20.29652362,2.196478543,0,0,30
2006-01-02,0.020806317,20.32252695,2.200379042,0,0,30
2006-01-03,0.020870347,20.34813892,2.204220838,0,0,30
2006-01-04,0.02093338,20.37335196,2.208002794,0,0,30
2006-01-05,0.020995397,20.3981586,2.21172379,0,0,30
2006-01-06,0.021056379,20.4225515,2.215382726,0,0,30
2006-01-07,0.021116309,20.44652345,2.218978518,0,0,30
2006-01-08,0.021175168,20.47006735,2.222510102,0,0,30
2006-01-09,0.021232941,20.49317623,2.225976434,0,0,30
2006-01-10,0.021289608,20.51584325,2.229376488,0,0,30
2006-01-11,0.021345154,20.53806172,2.232709258,0,0,30
2006-01-12,0.021399563,20.55982504,2.235973757,0,0,30
2006-01-13,0.021452817,20.58112679,2.239169019,0,0,30
2006-01-14,0.021504902,20.60196066,2.242294099,0,0,30
2006-01-15,0.021555801,20.62232048,2.245348073,0,0,30
2006-01-16,0.021605501,20.64220024,2.248330035,0,0,30
2006-01-17,0.021653985,20.66159403,2.251239105,0,0,30
2006-01-18,0.02170124,20.68049614,2.254074421,0,0,30
2006-01-19,0.021747252,20.69890096,2.256835144,0,0,30
2006-01-20,0.021792008,20.71680305,2.259520457,0,0,30
2006-01-21,0.021835493,20.7341971,2.262129566,0,0,30
2006-01-22,0.021877695,20.75107799,2.264661698,0,0,30
2006-01-23,0.021918602,20.76744069,2.267116104,0,0,30
2006-01-24,0.021958201,20.78328039,2.269492058,0,0,30
2006-01-25,0.021996481,20.79859238,2.271788857,0,0,30
2006-01-26,0.02203343,20.81337214,2.274005822,0,0,30
2006-01-27,0.022069038,20.8276153,2.276142295,0,0,30
2006-01-28,0.022103294,20.84131763,2.278197645,0,0,30
2006-01-29,0.022136188,20.85447509,2.280171264,0,0,30
2006-01-30,0.022167709,20.86708378,2.282062567,0,0,30
2006-01-31,0.02219785,20.87913997,2.283870996,0,0,30
2006-02-01,0.022210672,20.88426874,2.284640311,0,0,30
2006-02-02,0.022238808,20.8955231,2.286328465,0,0,30
2006-02-03,0.022265541,20.90621655,2.287932483,0,0,30
2006-02-04,0.022290865,20.91634592,2.289451888,0,0,30
2006-02-05,0.022314771,20.92590821,2.290886231,0,0,30
2006-02-06,0.022337251,20.93490059,2.292235089,0,0,30
2006-02-07,0.022358301,20.94332041,2.293498061,0,0,30
2006-02-08,0.022377913,20.95116516,2.294674775,0,0,30
2006-02-09,0.022396081,20.95843254,2.295764881,0,0,30
2006-02-10,0.022412801,20.96512038,2.296768057,0,0,30
2006-02-11,0.022428067,20.97122671,2.297684007,0,0,30
2006-02-12,0.022441874,20.97674973,2.298512459,0,0,30
2006-02-13,0.022454219,20.98168779,2.299253168,0,0,30
2006-02-14,0.022465099,20.98603944,2.299905916,0,0,30
2006-02-15,0.022474508,20.98980339,2.300470508,0,0,30
2006-02-16,0.022482446,20.99297852,2.300946778,0,0,30
2006-02-17,0.02248891,20.9955639,2.301334585,0,0,30
2006-02-18,0.022493897,20.99755876,2.301633814,0,0,30
2006-02-19,0.022497406,20.99896251,2.301844376,0,0,30
2006-02-20,0.022499437,20.99977473,2.30196621,0,0,30
2006-02-21,0.022499988,20.99999519,2.301999278,0,0,30
2006-02-22,0.02249906,20.99962382,2.301943573,0,0,30
2006-02-23,0.022496652,20.99866072,2.301799109,0,0,30
2006-02-24,0.022492765,20.9971062,2.301565929,0,0,30
2006-02-25,0.022487402,20.99496069,2.301244104,0,0,30
2006-02-26,0.022480562,20.99222485,2.300833727,0,0,30
2006-02-27,0.022472249,20.98889947,2.30033492,0,0,30
2006-02-28,0.022462464,20.98498554,2.299747832,0,0,30
2006-03-01,0.022417611,20.96704453,2.29705668,0,0,30
2006-03-02,0.022401335,20.96053385,2.296080077,0,0,30
2006-03-03,0.022383608,20.95344301,2.295016452,0,0,30
2006-03-04,0.022364435,20.94577412,2.293866118,0,0,30
2006-03-05,0.022343824,20.93752944,2.292629416,0,0,30
2006-03-06,0.022321779,20.92871142,2.291306712,0,0,30
2006-03-07,0.022298307,20.91932265,2.289898398,0,0,30
2006-03-08,0.022273415,20.90936594,2.28840489,0,0,30
2006-03-09,0.022247111,20.8988442,2.286826631,0,0,30
2006-03-10,0.022219401,20.88776057,2.285164086,0,0,30
2006-03-11,0.022190296,20.87611832,2.283417749,0,0,30
2006-03-12,0.022159802,20.8639209,2.281588135,0,0,30
2006-03-13,0.02212793,20.85117191,2.279675787,0,0,30
2006-03-14,0.022094688,20.83787514,2.27768127,0,0,30
2006-03-15,0.022060086,20.8240345,2.275605175,0,0,30
2006-03-16,0.022024135,20.8096541,2.273448116,0,0,30
2006-03-17,0.021986846,20.7947382,2.27121073,0,0,30
2006-03-18,0.021948228,20.77929121,2.268893681,0,0,30
2006-03-19,0.021908294,20.76331769,2.266497654,0,0,30
2006-03-20,0.021867056,20.74682239,2.264023358,0,0,30
2006-03-21,0.021824525,20.72981016,2.261471524,0,0,30
2006-03-22,0.021780715,20.71228606,2.258842909,0,0,30
2006-03-23,0.021735638,20.69425527,2.25613829,0,0,30
2006-03-24,0.021689308,20.67572312,2.253358468,0,0,30
2006-03-25,0.021641738,20.65669509,2.250504264,0,0,30
2006-03-26,0.021592942,20.63717683,2.247576524,0,0,30
2006-03-27,0.021542935,20.61717409,2.244576114,0,0,30
2006-03-28,0.021491732,20.59669281,2.241503922,0,0,30
2006-03-29,0.021439348,20.57573904,2.238360856,0,0,30
2006-03-30,0.021385797,20.55431899,2.235147848,0,0,30
2006-03-31,0.021331097,20.53243898,2.231865848,0,0,30
2006-04-01,0.021306669,20.52266773,2.23040016,0,0,30
2006-04-02,0.021250342,20.50013681,2.227020522,0,0,30
2006-04-03,0.021192905,20.47716198,2.223574297,0,0,30
2006-04-04,0.021134375,20.45375003,2.220062505,0,0,30
2006-04-05,0.02107477,20.42990789,2.216486184,0,0,30
2006-04-06,0.021014107,20.40564262,2.212846393,0,0,30
2006-04-07,0.020952403,20.3809614,2.20914421,0,0,30
2006-04-08,0.020889679,20.35587153,2.205380729,0,0,30
2006-04-09,0.020825951,20.33038043,2.201557065,0,0,30
2006-04-10,0.020761239,20.30449566,2.197674348,0,0,30
2006-04-11,0.020695562,20.27822486,2.193733729,0,0,30
2006-04-12,0.02062894,20.25157581,2.189736372,0,0,30
2006-04-13,0.020561391,20.22455641,2.185683461,0,0,30
2006-04-14,0.020492937,20.19717463,2.181576195,0,0,30
2006-04-15,0.020423596,20.1694386,2.17741579,0,0,30
2006-04-16,0.020353391,20.14135651,2.173203476,0,0,30
2006-04-17,0.020282342,20.11293667,2.1689405,0,0,30
2006-04-18,0.020210469,20.08418749,2.164628124,0,0,30
2006-04-19,0.020137794,20.05511749,2.160267624,0,0,30
2006-04-20,0.020064338,20.02573527,2.15586029,0,0,30
2006-04-21,0.019990124,19.99604951,2.151407426,0,0,30
2006-04-22,0.019915172,19.966069,2.14691035,0,0,30
2006-04-23,0.019839507,19.93580262,2.142370393,0,0,30
2006-04-24,0.019763148,19.90525932,2.137788897,0,0,30
2006-04-25,0.01968612,19.87444813,2.13316722,0,0,30
2006-04-26,0.019608445,19.84337819,2.128506728,0,0,30
2006-04-27,0.019530147,19.81205867,2.123808801,0,0,30
2006-04-28,0.019451247,19.78049886,2.119074829,0,0,30
2006-04-29,0.01937177,19.74870808,2.114306212,0,0,30
2006-04-30,0.019291739,19.71669575,2.109504362,0,0,30
2006-05-01,0.01917557,19.67022786,2.102534179,0,0,30
2006-05-02,0.019094287,19.63771482,2.097657222,0,0,30
2006-05-03,0.019012533,19.60501306,2.092751959,0,0,30
2006-05-04,0.018930331,19.57213227,2.087819841,0,0,30
2006-05-05,0.018847705,19.53908218,2.082862328,0,0,30
2006-05-06,0.018764681,19.50587257,2.077880886,0,0,30
2006-05-07,0.018681283,19.47251326,2.072876989,0,0,30
2006-05-08,0.018597535,19.43901413,2.067852119,0,0,30
2006-05-09,0.018513463,19.40538508,2.062807762,0,0,30
2006-05-10,0.01842909,19.37163608,2.057745412,0,0,30
2006-05-11,0.018344443,19.3377771,2.052666565,0,0,30
2006-05-12,0.018259545,19.30381817,2.047572725,0,0,30
2006-05-13,0.018174423,19.26976933,2.0424654,0,0,30
2006-05-14,0.018089102,19.23564067,2.0373461,0,0,30
2006-05-15,0.018003606,19.20144227,2.032216341,0,0,30
2006-05-16,0.017917961,19.16718427,2.02707764,0,0,30
2006-05-17,0.017832192,19.13287679,2.021931518,0,0,30
2006-05-18,0.017746325,19.09852999,2.016779498,0,0,30
2006-05-19,0.017660385,19.06415403,2.011623105,0,0,30
2006-05-20,0.017574398,19.0297591,2.006463864,0,0,30
2006-05-21,0.017488388,18.99535535,2.001303302,0,0,30
2006-05-22,0.017402382,18.96095298,1.996142947,0,0,30
2006-05-23,0.017316405,18.92656216,1.990984324,0,0,30
2006-05-24,0.017230483,18.89219308,1.985828962,0,0,30
2006-05-25,0.01714464,18.85785589,1.980678384,0,0,30
2006-05-26,0.017058902,18.82356077,1.975534116,0,0,30
2006-05-27,0.016973295,18.78931787,1.97039768,0,0,30
2006-05-28,0.016887843,18.7551373,1.965270595,0,0,30
2006-05-29,0.016802573,18.72102919,1.960154379,0,0,30
2006-05-30,0.016717509,18.68700364,1.955050546,0,0,30
2006-05-31,0.016632677,18.65307071,1.949960606,0,0,30
2006-06-01,0.01659543,18.63817215,1.947725822,0,0,30
2006-06-02,0.016510976,18.60439022,1.942658533,0,0,30
2006-06-03,0.016426813,18.57072536,1.937608804,0,0,30
2006-06-04,0.016342969,18.53718753,1.93257813,0,0,30
2006-06-05,0.016259467,18.50378665,1.927567998,0,0,30
2006-06-06,0.016176332,18.47053262,1.922579892,0,0,30
2006-06-07,0.016093588,18.43743525,1.917615288,0,0,30
2006-06-08,0.016011261,18.40450436,1.912675655,0,0,30
2006-06-09,0.015929374,18.37174969,1.907762454,0,0,30
2006-06-10,0.015847952,18.33918093,1.902877139,0,0,30
2006-06-11,0.015767019,18.30680771,1.898021157,0,0,30
2006-06-12,0.015686599,18.27463962,1.893195944,0,0,30
2006-06-13,0.015606715,18.24268618,1.888402927,0,0,30
2006-06-14,0.015527392,18.21095684,1.883643526,0,0,30
2006-06-15,0.015448652,18.17946099,1.878919148,0,0,30
2006-06-16,0.01537052,18.14820795,1.874231192,0,0,30
2006-06-17,0.015293017,18.11720696,1.869581045,0,0,30
2006-06-18,0.015216168,18.08646721,1.864970082,0,0,30
2006-06-19,0.015139994,18.05599779,1.860399669,0,0,30
2006-06-20,0.015064519,18.02580772,1.855871158,0,0,30
2006-06-21,0.014989765,17.99590592,1.851385889,0,0,30
2006-06-22,0.014915753,17.96630126,1.846945188,0,0,30
2006-06-23,0.014842506,17.93700248,1.842550371,0,0,30
2006-06-24,0.014770046,17.90801825,1.838202738,0,0,30
2006-06-25,0.014698393,17.87935717,1.833903575,0,0,30
2006-06-26,0.014627569,17.8510277,1.829654154,0,0,30
2006-06-27,0.014557596,17.82303823,1.825455734,0,0,30
2006-06-28,0.014488493,17.79539704,1.821309555,0,0,30
2006-06-29,0.014420281,17.76811231,1.817216846,0,0,30
2006-06-30,0.01435298,17.74119212,1.813178817,0,0,30
2006-07-01,0.014257709,17.70308348,1.807462522,0,0,30
2006-07-02,0.014192715,17.67708596,1.803562894,0,0,30
2006-07-03,0.0141287,17.65147992,1.799721987,0,0,30
2006-07-04,0.014065682,17.62627292,1.795940938,0,0,30
2006-07-05,0.014003681,17.60147243,1.792220865,0,0,30
2006-07-06,0.013942714,17.57708579,1.788562868,0,0,30
2006-07-07,0.013882801,17.55312021,1.784968032,0,0,30
2006-07-08,0.013823957,17.52958279,1.781437418,0,0,30
2006-07-09,0.013766201,17.50648048,1.777972073,0,0,30
2006-07-10,0.01370955,17.48382014,1.774573021,0,0,30
2006-07-11,0.013654021,17.46160845,1.771241268,0,0,30
2006-07-12,0.01359963,17.439852,1.7679778,0,0,30
2006-07-13,0.013546393,17.41855723,1.764783584,0,0,30
2006-07-14,0.013494326,17.39773042,1.761659564,0,0,30
2006-07-15,0.013443444,17.37737776,1.758606664,0,0,30
2006-07-16,0.013393763,17.35750525,1.755625788,0,0,30
2006-07-17,0.013345297,17.33811879,1.752717818,0,0,30
2006-07-18,0.01329806,17.3192241,1.749883615,0,0,30
2006-07-19,0.013252067,17.30082678,1.747124017,0,0,30
2006-07-20,0.013207331,17.28293228,1.744439841,0,0,30
2006-07-21,0.013163865,17.26554588,1.741831882,0,0,30
2006-07-22,0.013121682,17.24867273,1.73930091,0,0,30
2006-07-23,0.013080795,17.23231783,1.736847675,0,0,30
2006-07-24,0.013041215,17.21648602,1.734472903,0,0,30
2006-07-25,0.013002955,17.20118198,1.732177297,0,0,30
2006-07-26,0.012966026,17.18641023,1.729961535,0,0,30
2006-07-27,0.012930438,17.17217516,1.727826274,0,0,30
2006-07-28,0.012896202,17.15848097,1.725772145,0,0,30
2006-07-29,0.012863329,17.14533171,1.723799757,0,0,30
2006-07-30,0.012831828,17.13273128,1.721909693,0,0,30
2006-07-31,0.012801709,17.12068341,1.720102511,0,0,30
2006-08-01,0.012788896,17.11555832,1.719333748,0,0,30
2006-08-02,0.012760781,17.10431234,1.717646852,0,0,30
2006-08-03,0.012734068,17.09362733,1.7160441,0,0,30
2006-08-04,0.012708766,17.08350645,1.714525967,0,0,30
2006-08-05,0.012684882,17.07395269,1.713092903,0,0,30
2006-08-06,0.012662422,17.06496887,1.711745331,0,0,30
2006-08-07,0.012641394,17.05655767,1.71048365,0,0,30
